RecId,EqId,EqName,Year,Station,StationSeqNo,StationId,Magnitude,Strike,Dip,Rake,Mechanism,HypoCtrLatitude ,HypoCtrLongitude,HypocenterDepth,Fault Name,EpiD,HypD,JBD,CRD,RmsD,ClstD,Rx,Vs30,StationLatitude,StationLongitude,FileNameHorizontal1,FileNameHorizontal2,FileNameVertical,H1Azimith,H2Azimuth,LowestUsableFreqH1,LowestUsableFreqH2,Lowest Usable Freq,PGA,PGV,PGD,T0.010S,T0.020S,T0.022S,T0.025S,T0.029S,T0.030S,T0.032S,T0.035S,T0.036S,T0.040S,T0.042S,T0.044S,T0.045S,T0.046S,T0.048S,T0.050S,T0.055S,T0.060S,T0.065S,T0.067S,T0.070S,T0.075S,T0.080S,T0.085S,T0.090S,T0.095S,T0.100S,T0.110S,T0.120S,T0.130S,T0.133S,T0.140S,T0.150S,T0.160S,T0.170S,T0.180S,T0.190S,T0.200S,T0.220S,T0.240S,T0.250S,T0.260S,T0.280S,T0.290S,T0.300S,T0.320S,T0.340S,T0.350S,T0.360S,T0.380S,T0.400S,T0.420S,T0.440S,T0.450S,T0.460S,T0.480S,T0.500S,T0.550S,T0.600S,T0.650S,T0.667S,T0.700S,T0.750S,T0.800S,T0.850S,T0.900S,T0.950S,T1.000S,T1.100S,T1.200S,T1.300S,T1.400S,T1.500S,T1.600S,T1.700S,T1.800S,T1.900S,T2.000S,T2.200S,T2.400S,T2.500S,T2.600S,T2.800S,T3.000S,T3.200S,T3.400S,T3.500S,T3.600S,T3.800S,T4.000S,T4.200S,T4.400S,T4.600S,T4.800S,T5.000S,T5.500S,T6.000S,T6.500S,T7.000S,T7.500S,T8.000S,T8.500S,T9.000S,T9.500S,T10.000S,T11.000S,T12.000S,T13.000S,T14.000S,T15.000S,T20.000S,AveStrike ,Damping,RotD
479,0091,"Lazio-Abruzzo, Italy",1984,Isernia-Sant'Agapito,831,,5.80,123,48,-96,1,41.7100,13.9020,14,,32.72,35.59,29.71,,34.57,31.23,5.32,460.31,41.55,14.232,ABRUZZO\ISE-NS.AT2,ABRUZZO\ISE-WE.AT2,ABRUZZO\ISE-UP.AT2,0,270,0.250,0.163,0.250,6.8917E-02,3.2130E+00,5.1672E-01,6.9064E-02,6.9933E-02,7.0335E-02,7.0926E-02,7.1874E-02,7.2169E-02,7.2384E-02,7.5854E-02,7.5930E-02,7.8157E-02,7.7815E-02,8.1038E-02,8.1922E-02,8.1773E-02,8.1866E-02,7.9862E-02,8.2030E-02,8.4357E-02,7.9426E-02,7.7882E-02,7.8160E-02,8.3008E-02,9.3746E-02,1.0313E-01,1.1063E-01,1.3383E-01,1.4528E-01,1.7604E-01,1.7617E-01,1.7423E-01,1.7573E-01,1.8637E-01,2.4236E-01,2.4881E-01,2.7550E-01,2.9382E-01,2.8022E-01,2.8611E-01,1.8344E-01,1.5787E-01,1.6228E-01,1.4630E-01,1.3448E-01,1.3147E-01,1.3704E-01,1.4271E-01,1.3738E-01,1.2726E-01,1.2028E-01,1.2318E-01,1.1533E-01,9.3114E-02,8.1151E-02,7.5102E-02,7.5898E-02,7.7853E-02,7.3876E-02,6.7398E-02,5.6214E-02,5.8134E-02,5.7389E-02,6.3027E-02,5.2663E-02,5.3641E-02,5.4316E-02,5.9832E-02,5.7629E-02,5.2190E-02,4.5646E-02,3.9577E-02,2.9519E-02,2.5887E-02,2.1795E-02,1.7766E-02,1.3376E-02,1.1955E-02,1.0633E-02,8.5936E-03,5.8515E-03,4.3302E-03,3.8231E-03,3.4093E-03,3.2636E-03,3.0073E-03,2.6843E-03,2.4955E-03,2.3725E-03,2.2661E-03,2.1761E-03,2.0157E-03,1.8819E-03,1.6129E-03,1.4913E-03,1.3015E-03,1.1927E-03,1.0385E-03,9.3040E-04,9.3285E-04,8.5943E-04,6.7177E-04,4.9873E-04,4.0301E-04,3.2613E-04,2.6566E-04,2.3232E-04,2.0621E-04,1.7955E-04,1.5948E-04,1.3999E-04,1.2228E-04,6.2403E-05,123,5,50
480,0091,"Lazio-Abruzzo, Italy",1984,Pontecorvo,925,,5.80,123,48,-96,1,41.7100,13.9020,14,,29.72,32.85,29.58,,34.29,32.74,35,321.36,41.499,13.683,ABRUZZO\PON-NS.AT2,ABRUZZO\PON-WE.AT2,ABRUZZO\PON-UP.AT2,0,270,0.500,0.500,0.500,6.2380E-02,4.0200E+00,4.7603E-01,6.2460E-02,6.2689E-02,6.2725E-02,6.2911E-02,6.3174E-02,6.3607E-02,6.4027E-02,6.4634E-02,6.4625E-02,6.4970E-02,6.5119E-02,6.5108E-02,6.5139E-02,6.4921E-02,6.6066E-02,6.8245E-02,7.0037E-02,6.8011E-02,7.1111E-02,7.2652E-02,7.4533E-02,7.9194E-02,8.3199E-02,8.1331E-02,8.0093E-02,8.4043E-02,9.3057E-02,8.7817E-02,9.6030E-02,1.1280E-01,1.1856E-01,1.3068E-01,1.5454E-01,1.5257E-01,1.5100E-01,1.5106E-01,1.6690E-01,1.7206E-01,1.5082E-01,1.3049E-01,1.3693E-01,1.3505E-01,1.3760E-01,1.5124E-01,1.4877E-01,1.3459E-01,1.4487E-01,1.5730E-01,1.6032E-01,1.3452E-01,1.1726E-01,9.9416E-02,9.8677E-02,1.0173E-01,9.9141E-02,8.9486E-02,7.8438E-02,7.8623E-02,7.6718E-02,7.6856E-02,7.3328E-02,7.4383E-02,7.1849E-02,6.9323E-02,6.0433E-02,5.3358E-02,5.5745E-02,5.5934E-02,4.1268E-02,3.3636E-02,3.0976E-02,2.8763E-02,2.4329E-02,2.4121E-02,2.3084E-02,1.9589E-02,1.8116E-02,1.4835E-02,9.9203E-03,7.1222E-03,5.7913E-03,5.1806E-03,3.9855E-03,3.3257E-03,2.8241E-03,2.4064E-03,2.2227E-03,2.0525E-03,1.7465E-03,1.5128E-03,1.3126E-03,1.1534E-03,1.0238E-03,9.2770E-04,8.3991E-04,6.6468E-04,5.5168E-04,4.6679E-04,3.9778E-04,3.4240E-04,2.9922E-04,2.6530E-04,2.3615E-04,2.1128E-04,1.8947E-04,1.5411E-04,1.3302E-04,1.1428E-04,9.8937E-05,8.6597E-05,4.9313E-05,123,5,50
481,0091,"Lazio-Abruzzo, Italy",1984,Roccamonfina,928,,5.80,123,48,-96,1,41.7100,13.9020,14,,47.41,49.43,45.47,,50.69,47.59,41.22,475.1,41.288,13.98,ABRUZZO\ROC-NS.AT2,ABRUZZO\ROC-WE.AT2,ABRUZZO\ROC-UP.AT2,0,270,0.500,0.375,0.500,3.6472E-02,3.6015E+00,5.9836E-01,3.6653E-02,3.6670E-02,3.6847E-02,3.7488E-02,3.7149E-02,3.7008E-02,3.7139E-02,3.7598E-02,3.7544E-02,3.8043E-02,3.7945E-02,3.8435E-02,3.8845E-02,3.9105E-02,3.9109E-02,3.9809E-02,3.9396E-02,4.0480E-02,4.2069E-02,4.2350E-02,4.3956E-02,4.5832E-02,4.8325E-02,4.9926E-02,4.7757E-02,4.7994E-02,4.8702E-02,5.2673E-02,6.7271E-02,6.3964E-02,6.5472E-02,7.1626E-02,7.7195E-02,8.8801E-02,9.5502E-02,9.1573E-02,9.5400E-02,1.0035E-01,1.0145E-01,8.2733E-02,9.0166E-02,1.0615E-01,1.1025E-01,1.1532E-01,1.1299E-01,9.7481E-02,9.4862E-02,9.1168E-02,8.6351E-02,7.4772E-02,7.8057E-02,7.6411E-02,7.2928E-02,7.0872E-02,7.2981E-02,7.6361E-02,7.9938E-02,8.7062E-02,8.3604E-02,8.8482E-02,8.7163E-02,8.3984E-02,8.3345E-02,7.8431E-02,7.2312E-02,6.5254E-02,5.7608E-02,4.9378E-02,4.7915E-02,4.4717E-02,3.5336E-02,3.5672E-02,3.4550E-02,2.8290E-02,2.3692E-02,1.9640E-02,1.6464E-02,1.3700E-02,9.4079E-03,7.1666E-03,6.5290E-03,6.0191E-03,5.3905E-03,4.6996E-03,4.4273E-03,3.8734E-03,3.5727E-03,3.1919E-03,2.5010E-03,2.1365E-03,1.8803E-03,1.6930E-03,1.5016E-03,1.3236E-03,1.1646E-03,8.8128E-04,7.2341E-04,6.1156E-04,5.2706E-04,4.5788E-04,4.0228E-04,3.5655E-04,3.1738E-04,2.8341E-04,2.5391E-04,2.0593E-04,1.6962E-04,1.4264E-04,1.2318E-04,1.0799E-04,6.1119E-05,123,5,50
485,0094,Bishop (Rnd Val),1984,McGee Creek - Surface,193,1661,5.82,207.9,86,10,0,37.4600,-118.5900,9,,21.93,23.70,21.79,,23.49,22.75,22.21,359.23,37.55,-118.811,ROUNDVAL\MCG270.AT2,ROUNDVAL\MCG360.AT2,ROUNDVAL\MCG-UP.AT2,270,0,1.250,0.375,1.250,1.0227E-01,2.1620E+00,9.3979E-02,1.0384E-01,1.0664E-01,1.0969E-01,1.1413E-01,1.2777E-01,1.3361E-01,1.3977E-01,1.4240E-01,1.4589E-01,1.7885E-01,2.0607E-01,2.3287E-01,2.3985E-01,2.4739E-01,2.6262E-01,2.6812E-01,2.6624E-01,2.4679E-01,2.5003E-01,2.7520E-01,2.9687E-01,3.2022E-01,3.5341E-01,4.1691E-01,4.0672E-01,3.5475E-01,3.2631E-01,3.7932E-01,4.7433E-01,4.2041E-01,3.7593E-01,2.6649E-01,1.9166E-01,1.7468E-01,1.5957E-01,1.3804E-01,1.5067E-01,1.3945E-01,1.1960E-01,1.3744E-01,1.3666E-01,1.1927E-01,9.2256E-02,8.5224E-02,8.2542E-02,6.9618E-02,5.9994E-02,5.9201E-02,5.6264E-02,5.1957E-02,4.6308E-02,3.7490E-02,3.2687E-02,3.0996E-02,2.9020E-02,2.6360E-02,2.6563E-02,2.2523E-02,1.7111E-02,1.4820E-02,1.4567E-02,1.4274E-02,1.3475E-02,1.1363E-02,9.6985E-03,8.6298E-03,7.2254E-03,6.1563E-03,5.1613E-03,4.1573E-03,3.7450E-03,3.1004E-03,2.6713E-03,2.3254E-03,2.0824E-03,1.8536E-03,1.6207E-03,1.3965E-03,1.1480E-03,9.1283E-04,8.0477E-04,7.1239E-04,5.7348E-04,4.7907E-04,4.0898E-04,3.5729E-04,3.3486E-04,3.1412E-04,2.8016E-04,2.5539E-04,2.3386E-04,2.1526E-04,1.9844E-04,1.8365E-04,1.7041E-04,1.4108E-04,1.1818E-04,1.0021E-04,8.5869E-05,7.4335E-05,6.4922E-05,5.7114E-05,5.0694E-05,4.5206E-05,4.0632E-05,3.3269E-05,2.7725E-05,2.3488E-05,2.0143E-05,1.7474E-05,9.6864E-06,208,5,50
486,0095,Taiwan SMART1(33),1985,SMART1 C00,27,25,5.80,248.9,61.5,-90,1,24.5730,122.1947,3.3,,44.93,45.05,41.53,,44.99,41.73,27.86,309.41,24.6738,121.7646,SMART1.33\33C00EW.AT2,SMART1.33\33C00NS.AT2,SMART1.33\33C00DN.AT2,90,0,0.125,0.288,0.288,6.3735E-02,3.6190E+00,6.1204E-01,6.4765E-02,6.3987E-02,6.3994E-02,6.3991E-02,6.4686E-02,6.4739E-02,6.5393E-02,6.5492E-02,6.5801E-02,6.5216E-02,6.4043E-02,6.5000E-02,6.5241E-02,6.5289E-02,6.4281E-02,6.5867E-02,7.0903E-02,7.9378E-02,8.4168E-02,8.7945E-02,9.9098E-02,1.0152E-01,1.0001E-01,1.0743E-01,1.0523E-01,1.0257E-01,1.0782E-01,1.1733E-01,1.4248E-01,1.5109E-01,1.5852E-01,1.9142E-01,2.1577E-01,2.1737E-01,1.9631E-01,1.8459E-01,1.7323E-01,1.6933E-01,1.6887E-01,1.5661E-01,1.4075E-01,1.4186E-01,1.4053E-01,1.2949E-01,1.1866E-01,1.0851E-01,1.1168E-01,1.1943E-01,1.3378E-01,1.4727E-01,1.5149E-01,1.4395E-01,1.3442E-01,1.3009E-01,1.2522E-01,1.1719E-01,1.1871E-01,8.5505E-02,6.2672E-02,5.9412E-02,5.7768E-02,5.4490E-02,4.9462E-02,4.2336E-02,3.8901E-02,3.7643E-02,3.7838E-02,3.4529E-02,2.5528E-02,2.3182E-02,2.0959E-02,1.7840E-02,1.5932E-02,1.2872E-02,1.0808E-02,9.5491E-03,9.4556E-03,9.1769E-03,8.1954E-03,7.1375E-03,6.5524E-03,6.1074E-03,5.5032E-03,5.5973E-03,4.2359E-03,3.0057E-03,2.7800E-03,2.6652E-03,2.4006E-03,2.1349E-03,2.1390E-03,2.1006E-03,2.0394E-03,1.8581E-03,1.6974E-03,1.4620E-03,1.3150E-03,1.1016E-03,8.6713E-04,7.1977E-04,6.1834E-04,5.6449E-04,5.0015E-04,4.1210E-04,3.5741E-04,2.6502E-04,2.1199E-04,1.7194E-04,1.3646E-04,1.1406E-04,5.6432E-05,249,5,50
487,0095,Taiwan SMART1(33),1985,SMART1 I01,49,62,5.80,248.9,61.5,-90,1,24.5730,122.1947,3.3,,44.94,45.06,41.54,,45,41.74,28.02,275.82,24.6755,121.765,SMART1.33\33I01EW.AT2,SMART1.33\33I01NS.AT2,SMART1.33\33I01DN.AT2,90,0,0.163,0.125,0.163,1.1086E-01,4.5826E+00,5.5547E-01,1.1312E-01,1.1140E-01,1.1188E-01,1.1258E-01,1.1444E-01,1.1472E-01,1.1488E-01,1.1397E-01,1.1412E-01,1.1390E-01,1.1495E-01,1.1429E-01,1.1319E-01,1.1410E-01,1.1731E-01,1.2454E-01,1.4037E-01,1.4633E-01,1.6011E-01,1.6185E-01,1.6079E-01,1.7177E-01,1.8106E-01,1.7694E-01,1.8152E-01,1.7760E-01,1.8902E-01,2.2134E-01,2.2893E-01,2.7280E-01,2.9127E-01,3.1413E-01,3.3041E-01,3.4826E-01,3.2925E-01,2.6000E-01,2.5025E-01,2.5365E-01,2.6351E-01,2.0836E-01,1.9148E-01,1.9582E-01,1.8673E-01,1.5968E-01,1.3843E-01,1.3222E-01,1.5097E-01,1.5573E-01,1.5741E-01,1.4140E-01,1.2091E-01,1.1626E-01,1.0770E-01,1.0017E-01,9.6102E-02,9.2740E-02,9.4988E-02,8.3612E-02,7.0231E-02,5.4428E-02,5.2773E-02,6.1570E-02,6.1774E-02,5.0848E-02,4.4954E-02,4.2840E-02,4.2327E-02,3.8881E-02,3.0593E-02,2.7234E-02,2.2306E-02,1.6883E-02,1.6112E-02,1.3867E-02,1.2311E-02,1.1312E-02,1.0363E-02,9.9581E-03,9.4650E-03,9.6422E-03,8.9025E-03,7.6463E-03,6.6523E-03,6.9830E-03,5.3884E-03,3.9403E-03,3.6505E-03,3.4397E-03,3.1374E-03,2.9742E-03,2.6631E-03,2.3634E-03,2.3262E-03,2.1763E-03,1.9572E-03,1.5270E-03,1.1863E-03,9.2202E-04,8.4645E-04,7.0342E-04,6.2051E-04,5.4848E-04,4.8234E-04,4.2074E-04,3.3522E-04,2.4459E-04,2.0886E-04,1.7350E-04,1.4917E-04,1.2772E-04,6.3109E-05,248.95,5,50
488,0095,Taiwan SMART1(33),1985,SMART1 I07,48,61,5.80,248.9,61.5,-90,1,24.5730,122.1947,3.3,,44.92,45.04,41.51,,44.98,41.71,27.68,309.41,24.672,121.7642,SMART1.33\33I07EW.AT2,SMART1.33\33I07NS.AT2,SMART1.33\33I07DN.AT2,90,0,0.625,0.125,0.625,4.3511E-02,3.0294E+00,3.9457E-01,4.4356E-02,4.3621E-02,4.3784E-02,4.4067E-02,4.4427E-02,4.4568E-02,4.4932E-02,4.5473E-02,4.5355E-02,4.5810E-02,4.6486E-02,4.7068E-02,4.6892E-02,4.6557E-02,4.6720E-02,4.6862E-02,4.8839E-02,5.0684E-02,5.0261E-02,5.2283E-02,5.6989E-02,5.9987E-02,5.8394E-02,5.7746E-02,5.5528E-02,5.3980E-02,5.4260E-02,7.0939E-02,8.3318E-02,9.3621E-02,9.4178E-02,9.9877E-02,1.0603E-01,1.1695E-01,1.1369E-01,1.0979E-01,9.4573E-02,7.9232E-02,7.4738E-02,6.8871E-02,6.3854E-02,5.7723E-02,6.3050E-02,6.4440E-02,6.1783E-02,6.7759E-02,8.3323E-02,8.9557E-02,9.3479E-02,1.0901E-01,1.1759E-01,1.1507E-01,1.0870E-01,1.0642E-01,1.0926E-01,1.0637E-01,9.1319E-02,6.6568E-02,6.1760E-02,5.8754E-02,5.7083E-02,5.3911E-02,4.9051E-02,4.2709E-02,4.2511E-02,3.8416E-02,3.3627E-02,3.6563E-02,2.5232E-02,2.2018E-02,2.1823E-02,2.1175E-02,1.7500E-02,1.2741E-02,1.0825E-02,1.0032E-02,9.5786E-03,9.0849E-03,8.3986E-03,7.0005E-03,6.7888E-03,5.7429E-03,5.3004E-03,5.4268E-03,4.2233E-03,3.2722E-03,2.9545E-03,2.5802E-03,1.9083E-03,1.5842E-03,1.4020E-03,1.2541E-03,1.1641E-03,1.0767E-03,9.8963E-04,7.3661E-04,6.3679E-04,5.2202E-04,4.1573E-04,3.3018E-04,2.7250E-04,2.4293E-04,2.1406E-04,1.9055E-04,1.7813E-04,1.4539E-04,1.1782E-04,9.7608E-05,8.2894E-05,7.0678E-05,3.9555E-05,248.95,5,50
489,0095,Taiwan SMART1(33),1985,SMART1 M01,30,28,5.80,248.9,61.5,-90,1,24.5730,122.1947,3.3,,44.98,45.10,41.62,,45.06,41.82,28.65,268.37,24.6822,121.7666,SMART1.33\33M01EW.AT2,SMART1.33\33M01NS.AT2,SMART1.33\33M01DN.AT2,90,0,0.163,0.250,0.250,3.9985E-02,2.0303E+00,3.2325E-01,4.0796E-02,4.0666E-02,4.0965E-02,4.1437E-02,4.1560E-02,4.1166E-02,4.0685E-02,4.2077E-02,4.2844E-02,4.3326E-02,4.4140E-02,4.6212E-02,4.6807E-02,4.6827E-02,4.6490E-02,4.6549E-02,4.8853E-02,5.6242E-02,5.5896E-02,5.7658E-02,5.7480E-02,6.3313E-02,6.3878E-02,6.9950E-02,7.9566E-02,9.5611E-02,9.1370E-02,9.6095E-02,1.1185E-01,1.2704E-01,1.2531E-01,1.1856E-01,1.3086E-01,1.2410E-01,9.1311E-02,8.9248E-02,8.6879E-02,9.0543E-02,1.0634E-01,9.5680E-02,9.3944E-02,9.2528E-02,8.0797E-02,7.6235E-02,7.8741E-02,8.2800E-02,7.6746E-02,7.0398E-02,6.3393E-02,6.9313E-02,7.0421E-02,7.3615E-02,7.5565E-02,8.0290E-02,7.9999E-02,7.3353E-02,7.1974E-02,5.2686E-02,3.7337E-02,3.0319E-02,3.0441E-02,3.3970E-02,3.2712E-02,2.6479E-02,2.5714E-02,2.4291E-02,2.6463E-02,2.6012E-02,2.1804E-02,2.0379E-02,1.7547E-02,1.3735E-02,1.2130E-02,9.3884E-03,8.0095E-03,6.8160E-03,6.0390E-03,5.6318E-03,4.4444E-03,4.1046E-03,4.0074E-03,3.7889E-03,3.2818E-03,2.4495E-03,1.9879E-03,1.7476E-03,1.6602E-03,1.5673E-03,1.3574E-03,1.1949E-03,1.1479E-03,1.0649E-03,9.6192E-04,8.5487E-04,7.5149E-04,5.4268E-04,4.1183E-04,3.3645E-04,2.8809E-04,2.5291E-04,2.2558E-04,2.0233E-04,1.8163E-04,1.6241E-04,1.4575E-04,1.1850E-04,9.7896E-05,8.2051E-05,6.9726E-05,5.9961E-05,3.2422E-05,248.95,5,50
490,0095,Taiwan SMART1(33),1985,SMART1 M07,31,29,5.80,248.9,61.5,-90,1,24.5730,122.1947,3.3,,44.95,45.07,41.5,,44.99,41.7,27.03,327.61,24.6649,121.762,SMART1.33\33M07EW.AT2,SMART1.33\33M07NS.AT2,SMART1.33\33M07DN.AT2,90,0,0.500,0.250,0.500,7.4741E-02,4.0437E+00,5.0121E-01,7.5511E-02,7.5445E-02,7.5385E-02,7.6105E-02,7.6415E-02,7.6946E-02,7.7458E-02,7.7743E-02,7.7889E-02,7.9842E-02,8.2482E-02,8.6108E-02,8.7881E-02,8.9279E-02,9.0994E-02,8.9598E-02,8.4283E-02,7.7504E-02,8.2646E-02,8.3336E-02,8.3490E-02,8.0314E-02,7.8971E-02,9.9586E-02,1.0677E-01,1.0971E-01,1.1706E-01,1.4849E-01,1.5729E-01,1.7492E-01,1.8072E-01,1.8516E-01,1.9064E-01,1.9092E-01,1.9582E-01,1.8547E-01,1.7980E-01,1.6531E-01,1.5670E-01,1.5667E-01,1.5627E-01,1.4832E-01,1.2973E-01,1.1757E-01,1.0961E-01,1.0954E-01,1.2144E-01,1.2854E-01,1.4219E-01,1.5295E-01,1.6108E-01,1.5519E-01,1.4539E-01,1.4005E-01,1.3452E-01,1.2897E-01,1.2648E-01,1.1968E-01,1.0318E-01,9.1833E-02,8.8983E-02,8.5888E-02,8.2866E-02,6.5928E-02,5.3164E-02,4.4772E-02,3.7912E-02,3.2824E-02,2.8859E-02,2.4647E-02,2.3850E-02,2.1421E-02,1.5719E-02,1.3562E-02,1.3072E-02,1.1556E-02,1.0510E-02,9.2658E-03,9.8634E-03,8.1473E-03,6.1296E-03,5.2167E-03,4.3357E-03,3.9595E-03,3.3137E-03,2.7870E-03,2.7414E-03,2.6247E-03,2.3212E-03,2.0891E-03,1.8890E-03,1.6789E-03,1.4868E-03,1.3065E-03,1.1300E-03,1.1380E-03,9.9114E-04,8.9329E-04,6.9496E-04,5.1109E-04,4.1986E-04,3.5698E-04,3.0472E-04,2.6907E-04,2.3866E-04,1.8982E-04,1.5443E-04,1.2891E-04,1.1012E-04,9.5281E-05,5.2456E-05,248.95,5,50
491,0095,Taiwan SMART1(33),1985,SMART1 O01,32,30,5.80,248.9,61.5,-90,1,24.5730,122.1947,3.3,,45.10,45.22,41.79,,45.2,41.99,29.62,267.67,24.6922,121.7686,SMART1.33\33O01EW.AT2,SMART1.33\33O01NS.AT2,SMART1.33\33O01DN.AT2,90,0,0.288,0.313,0.313,5.5625E-02,2.0895E+00,2.7608E-01,5.6778E-02,5.6118E-02,5.6411E-02,5.6913E-02,5.7306E-02,5.7447E-02,5.7781E-02,5.7953E-02,5.7611E-02,5.8727E-02,6.0360E-02,6.1530E-02,6.2324E-02,6.3200E-02,6.4382E-02,6.4198E-02,7.2282E-02,7.0772E-02,7.3465E-02,7.6036E-02,8.4686E-02,1.0712E-01,1.1834E-01,1.3611E-01,1.2185E-01,1.0346E-01,1.0613E-01,1.3510E-01,1.1649E-01,1.3536E-01,1.4538E-01,1.6316E-01,1.8849E-01,2.1037E-01,2.1036E-01,2.1189E-01,2.1057E-01,2.0151E-01,1.4416E-01,9.1648E-02,8.6184E-02,8.4813E-02,7.1060E-02,6.6818E-02,6.1925E-02,6.2474E-02,5.5270E-02,5.6316E-02,5.9835E-02,6.7481E-02,7.9879E-02,8.2789E-02,7.9157E-02,7.3169E-02,6.7896E-02,5.8399E-02,6.0578E-02,6.1872E-02,5.3671E-02,4.2964E-02,4.1614E-02,3.6923E-02,3.4374E-02,3.9050E-02,3.8695E-02,2.8474E-02,2.4823E-02,2.1933E-02,1.9978E-02,1.8333E-02,1.8966E-02,1.6518E-02,1.6190E-02,1.2262E-02,8.7698E-03,6.5480E-03,6.1912E-03,5.7217E-03,5.4133E-03,4.0238E-03,3.7674E-03,3.4205E-03,3.0181E-03,3.0015E-03,2.7404E-03,2.6334E-03,2.5585E-03,2.4610E-03,2.1041E-03,1.9986E-03,1.7090E-03,1.4210E-03,1.1202E-03,9.6714E-04,8.6563E-04,6.6339E-04,4.8184E-04,3.7024E-04,2.9021E-04,2.4594E-04,2.1036E-04,1.8169E-04,1.5555E-04,1.4004E-04,1.2958E-04,1.0451E-04,9.1696E-05,7.8212E-05,6.5443E-05,5.4554E-05,2.9911E-05,248.95,5,50
492,0095,Taiwan SMART1(33),1985,SMART1 O07,33,31,5.80,248.9,61.5,-90,1,24.5730,122.1947,3.3,,44.73,44.85,41.24,,44.75,41.44,26.11,314.33,24.6561,121.7621,SMART1.33\33O07EW.AT2,SMART1.33\33O07NS.AT2,SMART1.33\33O07DN.AT2,90,0,0.288,0.288,0.288,5.8141E-02,3.1232E+00,4.6180E-01,5.8965E-02,5.8330E-02,5.8436E-02,5.8573E-02,5.8523E-02,5.8731E-02,5.8915E-02,6.0391E-02,6.1113E-02,6.2072E-02,6.1180E-02,6.1827E-02,6.1994E-02,6.1677E-02,6.2364E-02,6.1457E-02,6.4258E-02,7.0681E-02,7.3036E-02,7.3043E-02,7.5281E-02,9.0047E-02,9.6742E-02,1.0397E-01,1.1509E-01,1.2238E-01,1.2546E-01,1.6808E-01,1.7946E-01,2.1777E-01,2.1997E-01,2.1250E-01,1.7829E-01,1.6744E-01,1.5463E-01,1.4333E-01,1.2905E-01,1.0585E-01,8.1927E-02,6.3391E-02,6.4781E-02,6.8737E-02,6.7293E-02,6.3097E-02,6.5031E-02,7.7916E-02,9.2398E-02,9.6266E-02,9.6137E-02,8.8319E-02,8.2944E-02,7.9775E-02,7.6947E-02,7.6739E-02,7.7439E-02,7.8622E-02,7.8985E-02,7.7471E-02,7.2432E-02,6.1317E-02,5.7939E-02,5.3371E-02,4.7610E-02,4.0186E-02,3.1238E-02,2.4325E-02,2.1188E-02,2.0230E-02,1.7708E-02,1.3653E-02,1.0626E-02,8.7031E-03,8.1657E-03,8.1817E-03,8.5972E-03,9.1878E-03,9.3168E-03,8.9801E-03,8.4998E-03,7.1233E-03,6.2244E-03,5.2735E-03,3.5248E-03,2.6886E-03,2.0904E-03,1.6349E-03,1.4776E-03,1.3784E-03,1.2613E-03,1.2323E-03,1.1447E-03,1.0142E-03,9.2769E-04,8.6830E-04,8.2680E-04,6.9592E-04,5.9041E-04,5.1607E-04,4.5551E-04,4.0027E-04,3.4950E-04,3.0446E-04,2.6578E-04,2.3333E-04,2.0626E-04,1.6530E-04,1.3633E-04,1.1494E-04,9.8506E-05,8.5395E-05,4.7451E-05,248.95,5,50
495,0097,"Nahanni, Canada",1985,Site 1,237,6097,6.76,160,25,90,2,62.1870,-124.2430,8,,6.80,10.50,2.48,,14.63,9.6,18.44,605.04,62.202,-124.37,NAHANNI\S1010.AT2,NAHANNI\S1280.AT2,NAHANNI\S1-UP.AT2,10,280,0.125,0.000,0.125,1.1601E+00,4.0405E+01,8.4312E+00,1.2052E+00,1.3209E+00,1.3431E+00,1.5110E+00,1.5799E+00,1.4677E+00,1.4449E+00,1.4749E+00,1.4961E+00,1.8419E+00,1.7963E+00,1.7697E+00,1.8199E+00,1.8393E+00,1.9844E+00,1.9939E+00,1.6037E+00,2.0308E+00,2.7347E+00,2.8623E+00,2.7315E+00,2.4558E+00,2.3808E+00,2.4564E+00,2.5436E+00,2.6264E+00,2.6620E+00,2.4035E+00,1.9427E+00,2.1052E+00,2.0705E+00,1.7583E+00,1.9376E+00,2.0518E+00,2.5763E+00,2.8369E+00,2.7277E+00,2.5705E+00,1.9993E+00,1.3822E+00,1.2708E+00,1.3095E+00,1.4005E+00,1.3194E+00,1.3473E+00,1.3546E+00,1.2542E+00,1.0723E+00,9.6260E-01,9.3740E-01,8.6398E-01,8.5521E-01,7.6390E-01,7.3754E-01,7.3494E-01,7.1587E-01,7.3664E-01,5.5609E-01,5.7108E-01,5.7041E-01,5.8400E-01,5.6406E-01,5.7262E-01,5.6983E-01,5.3956E-01,5.2153E-01,4.7445E-01,4.4627E-01,3.0173E-01,3.0040E-01,2.6688E-01,2.0772E-01,1.9699E-01,1.6621E-01,1.5445E-01,1.5082E-01,1.2756E-01,1.2233E-01,1.3131E-01,1.1105E-01,1.0886E-01,1.0223E-01,1.0464E-01,1.0820E-01,9.9194E-02,1.0215E-01,1.0147E-01,9.7063E-02,8.2710E-02,6.5232E-02,5.4125E-02,4.5353E-02,3.8869E-02,3.3675E-02,2.8890E-02,1.9816E-02,1.5661E-02,1.2482E-02,1.0043E-02,8.6277E-03,7.4718E-03,6.4988E-03,5.6995E-03,5.0215E-03,4.4563E-03,3.5606E-03,2.9030E-03,2.4100E-03,2.0301E-03,1.7328E-03,9.0872E-04,160,5,50
