RecId,EqId,EqName,Year,Station,StationSeqNo,StationId,Magnitude,Strike,Dip,Rake,Mechanism,HypoCtrLatitude ,HypoCtrLongitude,HypocenterDepth,Fault Name,EpiD,HypD,JBD,CRD,RmsD,ClstD,Rx,Vs30,StationLatitude,StationLongitude,FileNameHorizontal1,FileNameHorizontal2,FileNameVertical,H1Azimith,H2Azimuth,LowestUsableFreqH1,LowestUsableFreqH2,Lowest Usable Freq,PGA,PGV,PGD,T0.010S,T0.020S,T0.022S,T0.025S,T0.029S,T0.030S,T0.032S,T0.035S,T0.036S,T0.040S,T0.042S,T0.044S,T0.045S,T0.046S,T0.048S,T0.050S,T0.055S,T0.060S,T0.065S,T0.067S,T0.070S,T0.075S,T0.080S,T0.085S,T0.090S,T0.095S,T0.100S,T0.110S,T0.120S,T0.130S,T0.133S,T0.140S,T0.150S,T0.160S,T0.170S,T0.180S,T0.190S,T0.200S,T0.220S,T0.240S,T0.250S,T0.260S,T0.280S,T0.290S,T0.300S,T0.320S,T0.340S,T0.350S,T0.360S,T0.380S,T0.400S,T0.420S,T0.440S,T0.450S,T0.460S,T0.480S,T0.500S,T0.550S,T0.600S,T0.650S,T0.667S,T0.700S,T0.750S,T0.800S,T0.850S,T0.900S,T0.950S,T1.000S,T1.100S,T1.200S,T1.300S,T1.400S,T1.500S,T1.600S,T1.700S,T1.800S,T1.900S,T2.000S,T2.200S,T2.400S,T2.500S,T2.600S,T2.800S,T3.000S,T3.200S,T3.400S,T3.500S,T3.600S,T3.800S,T4.000S,T4.200S,T4.400S,T4.600S,T4.800S,T5.000S,T5.500S,T6.000S,T6.500S,T7.000S,T7.500S,T8.000S,T8.500S,T9.000S,T9.500S,T10.000S,T11.000S,T12.000S,T13.000S,T14.000S,T15.000S,T20.000S,AveStrike ,Damping,RotD
788,0118,Loma Prieta,1989,Piedmont Jr High School Grounds,480,58338,6.93,128,70,140,3,37.0407,-121.8829,17.48,San Andreas-Santa Cruz,92.21,93.85,72.9,,90.74,73,-44.44,895.36,37.821,-122.234,LOMAP\PJH045.AT2,LOMAP\PJH315.AT2,LOMAP\PJH-UP.AT2,45,315,0.125,0.125,0.125,7.5944E-02,9.2327E+00,3.7249E+00,7.6012E-02,7.6326E-02,7.6423E-02,7.7093E-02,7.7956E-02,7.7835E-02,7.6462E-02,7.7677E-02,7.7809E-02,7.8648E-02,7.8845E-02,7.7812E-02,7.7290E-02,7.8328E-02,8.1193E-02,8.1823E-02,8.1311E-02,7.9316E-02,8.1978E-02,8.6060E-02,9.1558E-02,9.2597E-02,9.7848E-02,1.0968E-01,1.2415E-01,1.1931E-01,1.0563E-01,1.0822E-01,1.1384E-01,1.2827E-01,1.2448E-01,1.2345E-01,1.1841E-01,1.1201E-01,1.2181E-01,1.1875E-01,1.2147E-01,1.2454E-01,1.3285E-01,1.3466E-01,1.4516E-01,1.5213E-01,1.8753E-01,1.9933E-01,2.0169E-01,1.8540E-01,2.0126E-01,2.1419E-01,2.1116E-01,1.9642E-01,2.0152E-01,1.8194E-01,1.6696E-01,1.6608E-01,1.6730E-01,1.7704E-01,1.8379E-01,1.8093E-01,1.2838E-01,1.1695E-01,1.1420E-01,9.6714E-02,1.0058E-01,9.9536E-02,8.8781E-02,8.0224E-02,7.9531E-02,8.1376E-02,9.2426E-02,9.4790E-02,8.6081E-02,7.6475E-02,5.8231E-02,4.8503E-02,3.9213E-02,3.3992E-02,3.1382E-02,2.9968E-02,2.7361E-02,2.3746E-02,2.2836E-02,2.2111E-02,2.0168E-02,1.8181E-02,2.0007E-02,2.3464E-02,2.4576E-02,2.5023E-02,2.3599E-02,2.0454E-02,1.7276E-02,1.5014E-02,1.3361E-02,1.3307E-02,1.3195E-02,1.1620E-02,1.3006E-02,1.4380E-02,1.3400E-02,1.1305E-02,9.7112E-03,7.8172E-03,6.3373E-03,5.0535E-03,4.2928E-03,3.0135E-03,2.1050E-03,1.6221E-03,1.2438E-03,1.0255E-03,5.0126E-04,128.00,5,50
791,0118,Loma Prieta,1989,SAGO South - Surface,420,47189,6.93,128,70,140,3,37.0407,-121.8829,17.48,San Andreas-Santa Cruz,53.94,56.71,33.94,,52.1,34.32,3.39,608.67,36.753,-121.395,LOMAP\SG3261.AT2,LOMAP\SG3351.AT2,LOMAP\SG3-UP.AT2,261,351,0.050,0.063,0.063,6.9607E-02,1.0800E+01,9.2410E+00,6.9722E-02,6.9991E-02,7.0001E-02,7.0106E-02,7.0963E-02,7.1038E-02,7.1232E-02,7.1277E-02,7.1161E-02,7.1075E-02,7.0813E-02,7.0852E-02,7.1329E-02,7.1991E-02,7.2554E-02,7.2820E-02,7.4338E-02,7.3560E-02,7.5075E-02,7.5107E-02,7.5301E-02,7.4938E-02,7.9400E-02,7.8882E-02,8.5022E-02,9.3731E-02,9.7765E-02,1.0607E-01,9.8320E-02,1.0687E-01,1.0776E-01,1.1330E-01,1.3324E-01,1.6034E-01,1.5389E-01,1.6383E-01,1.6123E-01,1.7565E-01,1.4729E-01,1.4867E-01,1.4334E-01,1.4860E-01,1.5159E-01,1.4365E-01,1.4299E-01,1.1974E-01,1.1197E-01,1.1609E-01,1.2940E-01,1.2995E-01,1.4724E-01,1.6639E-01,1.5214E-01,1.5001E-01,1.4397E-01,1.5026E-01,1.6593E-01,1.7462E-01,1.4900E-01,1.6766E-01,1.7946E-01,2.1394E-01,2.2521E-01,2.2326E-01,2.1970E-01,2.2085E-01,2.0848E-01,1.8330E-01,1.2777E-01,1.0960E-01,7.6304E-02,7.8190E-02,7.3715E-02,6.0802E-02,5.6990E-02,5.1782E-02,5.1505E-02,4.8592E-02,5.1668E-02,5.3435E-02,4.8971E-02,4.2457E-02,3.2423E-02,3.3704E-02,2.9088E-02,2.3298E-02,2.2781E-02,2.2030E-02,2.2733E-02,2.3187E-02,2.5683E-02,2.5500E-02,2.2091E-02,1.7242E-02,1.3362E-02,1.5076E-02,1.6889E-02,1.7937E-02,1.6621E-02,1.3831E-02,1.1428E-02,1.0559E-02,9.3231E-03,8.2515E-03,7.4362E-03,6.3066E-03,4.9600E-03,4.1849E-03,3.5155E-03,3.0541E-03,1.5386E-03,128.00,5,50
792,0118,Loma Prieta,1989,SF - 1295 Shafter,1604,1675,6.93,128,70,140,3,37.0407,-121.8829,17.48,San Andreas-Santa Cruz,88.43,90.14,68.05,,86.85,68.16,-28.12,362.4,37.728,-122.385,LOMAP\SFS270.AT2,LOMAP\SFS360.AT2,LOMAP\SFS-UP.AT2,270,0,0.120,0.156,0.156,8.7445E-02,9.3835E+00,2.9084E+00,8.7493E-02,8.7732E-02,8.8030E-02,8.8727E-02,8.8402E-02,8.8136E-02,8.8535E-02,8.7773E-02,8.8351E-02,8.8610E-02,9.0215E-02,9.1523E-02,9.1412E-02,9.1050E-02,9.1561E-02,9.1741E-02,9.4845E-02,1.0104E-01,1.0848E-01,1.0953E-01,1.1132E-01,1.0912E-01,1.1719E-01,1.2074E-01,1.3388E-01,1.4915E-01,1.5795E-01,1.6911E-01,1.6024E-01,1.9381E-01,1.9425E-01,1.8793E-01,1.7594E-01,1.7605E-01,1.8779E-01,2.3810E-01,2.6676E-01,2.1339E-01,1.9965E-01,2.4098E-01,2.3909E-01,2.4311E-01,2.7269E-01,2.8472E-01,2.8950E-01,2.6009E-01,2.1980E-01,1.9177E-01,1.7677E-01,1.6014E-01,1.6018E-01,1.8682E-01,1.7480E-01,1.6371E-01,1.5867E-01,1.5997E-01,1.7034E-01,1.8967E-01,1.7595E-01,1.6632E-01,1.6080E-01,1.5455E-01,1.4281E-01,1.3069E-01,1.1398E-01,9.8018E-02,8.2730E-02,7.0957E-02,6.5357E-02,5.9266E-02,5.8787E-02,5.3318E-02,4.6826E-02,4.5590E-02,4.7848E-02,4.6066E-02,4.2080E-02,4.2679E-02,4.3263E-02,3.9231E-02,3.6256E-02,3.3245E-02,3.0026E-02,2.5108E-02,2.1215E-02,2.0087E-02,1.9337E-02,1.8368E-02,1.6251E-02,1.4192E-02,1.2396E-02,1.0985E-02,1.0784E-02,1.0325E-02,9.6277E-03,8.9568E-03,8.9048E-03,7.9279E-03,6.6134E-03,5.7147E-03,4.7098E-03,3.8740E-03,3.2992E-03,2.8419E-03,2.4920E-03,1.9773E-03,1.5371E-03,1.1598E-03,9.0814E-04,7.2868E-04,3.4703E-04,128.00,5,50
793,0118,Loma Prieta,1989,SF - Cliff House,464,58132,6.93,128,70,140,3,37.0407,-121.8829,17.48,San Andreas-Santa Cruz,99.16,100.69,78.58,,97.68,78.68,-25.65,614.57,37.778,-122.513,LOMAP\CFH000.AT2,LOMAP\CFH090.AT2,LOMAP\CFH-UP.AT2,0,90,0.138,0.088,0.138,9.0198E-02,1.6543E+01,4.5807E+00,9.0226E-02,9.0297E-02,9.0223E-02,9.0313E-02,9.0363E-02,9.0636E-02,9.0996E-02,9.0868E-02,9.0985E-02,9.0842E-02,9.0877E-02,9.0616E-02,9.0744E-02,9.1132E-02,9.1650E-02,9.2311E-02,9.2218E-02,9.0924E-02,9.1821E-02,9.2285E-02,9.5334E-02,9.7701E-02,9.8376E-02,9.9928E-02,1.0051E-01,9.9948E-02,1.0318E-01,1.0449E-01,1.0401E-01,1.0574E-01,1.0565E-01,1.0490E-01,1.0872E-01,1.1106E-01,1.1734E-01,1.2724E-01,1.3407E-01,1.3866E-01,1.4675E-01,1.5751E-01,1.7335E-01,1.8509E-01,1.7712E-01,1.6702E-01,1.5893E-01,1.6128E-01,1.6778E-01,1.6515E-01,1.6242E-01,1.7633E-01,2.0181E-01,2.2452E-01,2.2765E-01,2.3200E-01,2.3220E-01,2.3438E-01,2.3361E-01,2.1357E-01,1.7510E-01,1.8013E-01,1.8499E-01,1.9987E-01,2.3912E-01,2.5613E-01,2.6712E-01,2.6053E-01,2.5075E-01,2.3808E-01,1.9427E-01,1.9345E-01,1.9702E-01,1.6884E-01,1.3538E-01,1.1780E-01,1.0322E-01,9.1606E-02,8.4156E-02,7.9491E-02,7.0975E-02,6.1935E-02,5.7116E-02,5.2729E-02,4.9933E-02,4.3521E-02,3.8507E-02,3.2582E-02,2.9985E-02,2.9933E-02,2.8893E-02,2.5915E-02,2.1976E-02,1.8066E-02,1.5380E-02,1.3309E-02,1.2649E-02,1.0278E-02,9.5512E-03,9.8941E-03,9.4154E-03,9.1723E-03,8.6209E-03,7.6038E-03,6.6872E-03,5.8805E-03,4.9090E-03,3.1390E-03,2.4639E-03,1.9729E-03,1.6395E-03,1.3812E-03,6.3440E-04,128.00,5,50
794,0118,Loma Prieta,1989,SF - Diamond Heights,462,58130,6.93,128,70,140,3,37.0407,-121.8829,17.48,San Andreas-Santa Cruz,91.72,93.37,71.23,,90.16,71.33,-26.65,582.9,37.74,-122.432,LOMAP\DMH000.AT2,LOMAP\DMH090.AT2,LOMAP\DMH-UP.AT2,0,90,0.088,0.075,0.088,1.0587E-01,1.2341E+01,4.1388E+00,1.0608E-01,1.0681E-01,1.0694E-01,1.0746E-01,1.0787E-01,1.0771E-01,1.0697E-01,1.0776E-01,1.0831E-01,1.1030E-01,1.1171E-01,1.1177E-01,1.1177E-01,1.1159E-01,1.1219E-01,1.1375E-01,1.1712E-01,1.2194E-01,1.1951E-01,1.1822E-01,1.1747E-01,1.2169E-01,1.2224E-01,1.3579E-01,1.5322E-01,1.5678E-01,1.5935E-01,1.7498E-01,1.7611E-01,1.5952E-01,1.7617E-01,2.0723E-01,2.0544E-01,2.0204E-01,1.7165E-01,1.6424E-01,1.7324E-01,1.8257E-01,2.0684E-01,2.5225E-01,2.8441E-01,3.1405E-01,3.3700E-01,3.2626E-01,3.1664E-01,3.3592E-01,3.2030E-01,3.1152E-01,3.0063E-01,3.1079E-01,3.1867E-01,3.1315E-01,2.9884E-01,2.9598E-01,2.9548E-01,2.7701E-01,2.4495E-01,2.3736E-01,2.2321E-01,2.5761E-01,2.7228E-01,2.7239E-01,2.4432E-01,1.8733E-01,1.6022E-01,1.3705E-01,1.2543E-01,1.1023E-01,9.3279E-02,8.7084E-02,7.7609E-02,7.5578E-02,6.5403E-02,5.8070E-02,5.4641E-02,5.0756E-02,4.9343E-02,5.0242E-02,5.0186E-02,4.4395E-02,3.9971E-02,3.5058E-02,3.3514E-02,2.9281E-02,2.4648E-02,2.2459E-02,2.1476E-02,2.0249E-02,1.7299E-02,1.4613E-02,1.2055E-02,1.0622E-02,9.9490E-03,1.0446E-02,1.0984E-02,1.0995E-02,1.0079E-02,9.7973E-03,8.5016E-03,7.4456E-03,6.8292E-03,6.3796E-03,5.9145E-03,5.4053E-03,4.9367E-03,4.1765E-03,3.2777E-03,2.4811E-03,1.8710E-03,1.5217E-03,6.6985E-04,128.00,5,50
795,0118,Loma Prieta,1989,SF - Pacific Heights,463,58131,6.93,128,70,140,3,37.0407,-121.8829,17.48,San Andreas-Santa Cruz,96.34,97.91,75.96,,94.83,76.05,-31.22,1249.86,37.79,-122.429,LOMAP\PHT270.AT2,LOMAP\PHT360.AT2,LOMAP\PHT-UP.AT2,270,0,0.041,0.100,0.100,5.4501E-02,1.0991E+01,5.9921E+00,5.4506E-02,5.4591E-02,5.4610E-02,5.4667E-02,5.4724E-02,5.4795E-02,5.4995E-02,5.4939E-02,5.4949E-02,5.5115E-02,5.4989E-02,5.5010E-02,5.5288E-02,5.5622E-02,5.6227E-02,5.6366E-02,5.5274E-02,5.6256E-02,5.7449E-02,5.7652E-02,5.6848E-02,5.9657E-02,6.0170E-02,6.4967E-02,6.9957E-02,7.0389E-02,6.9060E-02,6.2450E-02,6.5860E-02,6.3602E-02,6.4392E-02,6.5160E-02,6.6706E-02,6.9877E-02,6.8496E-02,7.6942E-02,8.0921E-02,8.9753E-02,9.5770E-02,9.9815E-02,1.0460E-01,9.5281E-02,9.6714E-02,9.3207E-02,9.3241E-02,9.6115E-02,9.8237E-02,9.6858E-02,1.0012E-01,1.2104E-01,1.3115E-01,1.1801E-01,1.0805E-01,1.0703E-01,1.0667E-01,1.0058E-01,9.2298E-02,8.9424E-02,9.3905E-02,1.0502E-01,1.1156E-01,1.2124E-01,1.3705E-01,1.4879E-01,1.6341E-01,1.7022E-01,1.6142E-01,1.4076E-01,1.0903E-01,1.0986E-01,1.1411E-01,1.0386E-01,9.0182E-02,8.0596E-02,7.5609E-02,7.1612E-02,7.0473E-02,6.9119E-02,6.2085E-02,5.1217E-02,4.6689E-02,4.3193E-02,3.9305E-02,3.5709E-02,3.3279E-02,3.0709E-02,2.9003E-02,2.7159E-02,2.3618E-02,2.0624E-02,1.8636E-02,1.7530E-02,1.6921E-02,1.5667E-02,1.4092E-02,1.1717E-02,1.0132E-02,9.0436E-03,8.2950E-03,8.1432E-03,7.2938E-03,6.5303E-03,5.7468E-03,4.9244E-03,4.5092E-03,4.1506E-03,3.6415E-03,3.0458E-03,2.6208E-03,2.2262E-03,1.1572E-03,128.00,5,50
796,0118,Loma Prieta,1989,SF - Presidio,470,58222,6.93,128,70,140,3,37.0407,-121.8829,17.48,San Andreas-Santa Cruz,97.79,99.34,77.34,,96.29,77.43,-29.89,594.47,37.792,-122.457,LOMAP\PRS000.AT2,LOMAP\PRS090.AT2,LOMAP\PRS-UP.AT2,0,90,0.075,0.100,0.100,1.4767E-01,2.4031E+01,5.8184E+00,1.4778E-01,1.4873E-01,1.4863E-01,1.4926E-01,1.4888E-01,1.5016E-01,1.5086E-01,1.5024E-01,1.5125E-01,1.5258E-01,1.5115E-01,1.5076E-01,1.5089E-01,1.5071E-01,1.5096E-01,1.5248E-01,1.5433E-01,1.5775E-01,1.6074E-01,1.6292E-01,1.6502E-01,1.6667E-01,1.7269E-01,1.7384E-01,1.7465E-01,1.8002E-01,1.8527E-01,1.8619E-01,1.9989E-01,2.1970E-01,2.2528E-01,2.3248E-01,2.5038E-01,2.3907E-01,2.3236E-01,2.6026E-01,2.7819E-01,2.9464E-01,3.0890E-01,3.1361E-01,2.9693E-01,3.1030E-01,3.0713E-01,3.1889E-01,3.1225E-01,3.0927E-01,3.1662E-01,3.2270E-01,3.4662E-01,3.7982E-01,3.8245E-01,3.8063E-01,3.8519E-01,3.9343E-01,4.0499E-01,4.2247E-01,3.9978E-01,3.2710E-01,2.9048E-01,3.0518E-01,3.3140E-01,3.5363E-01,3.4168E-01,3.2110E-01,3.0184E-01,2.7814E-01,2.7836E-01,2.5062E-01,2.1482E-01,2.2674E-01,2.1140E-01,1.8884E-01,1.5529E-01,1.3096E-01,1.1636E-01,1.0775E-01,1.0243E-01,9.5738E-02,7.9389E-02,6.5650E-02,6.1838E-02,6.0352E-02,5.5976E-02,4.9618E-02,4.4452E-02,4.0562E-02,3.8861E-02,3.7176E-02,3.3071E-02,2.8294E-02,2.5082E-02,2.2220E-02,1.9572E-02,1.7239E-02,1.5358E-02,1.2861E-02,1.0554E-02,1.0020E-02,9.6026E-03,9.3762E-03,8.6399E-03,7.5004E-03,6.4086E-03,5.3011E-03,4.5133E-03,3.4534E-03,2.6802E-03,2.0562E-03,1.6679E-03,1.4045E-03,6.9066E-04,128.00,5,50
797,0118,Loma Prieta,1989,SF - Rincon Hill,467,58151,6.93,128,70,140,3,37.0407,-121.8829,17.48,San Andreas-Santa Cruz,94.31,95.92,74.04,,92.78,74.14,-32.91,873.1,37.786,-122.391,LOMAP\RIN000.AT2,LOMAP\RIN090.AT2,LOMAP\RIN-UP.AT2,0,90,0.125,0.125,0.125,7.8602E-02,9.1161E+00,4.2658E+00,7.8703E-02,7.9923E-02,8.0402E-02,8.0876E-02,7.9674E-02,8.3438E-02,8.9273E-02,8.5373E-02,8.5258E-02,9.0507E-02,8.8700E-02,8.5128E-02,8.3424E-02,8.3079E-02,8.5986E-02,8.7929E-02,9.8596E-02,1.0323E-01,1.0258E-01,1.1248E-01,1.2564E-01,1.2697E-01,1.2954E-01,1.2141E-01,1.2487E-01,1.2955E-01,1.4694E-01,1.7696E-01,1.7087E-01,1.4625E-01,1.4137E-01,1.3194E-01,1.4420E-01,1.4024E-01,1.3121E-01,1.3046E-01,1.2705E-01,1.2028E-01,1.2423E-01,1.4062E-01,1.5755E-01,1.6103E-01,1.5024E-01,1.5397E-01,1.5782E-01,1.3515E-01,1.1668E-01,1.1879E-01,1.2308E-01,1.1703E-01,1.0876E-01,1.1759E-01,1.3038E-01,1.3159E-01,1.3078E-01,1.3741E-01,1.3708E-01,1.5176E-01,1.4052E-01,1.3263E-01,1.2834E-01,1.3009E-01,1.2608E-01,1.4187E-01,1.4243E-01,1.3224E-01,1.1634E-01,1.0392E-01,8.5743E-02,9.3245E-02,1.1055E-01,1.0392E-01,9.2730E-02,8.0228E-02,6.7521E-02,6.3836E-02,6.3484E-02,6.3736E-02,5.8995E-02,4.9988E-02,4.5236E-02,4.0207E-02,3.3737E-02,2.9734E-02,2.6819E-02,2.4246E-02,2.2892E-02,2.1593E-02,1.9039E-02,1.8062E-02,1.7579E-02,1.6704E-02,1.5359E-02,1.5034E-02,1.4254E-02,1.2202E-02,1.0270E-02,1.0193E-02,1.0251E-02,9.8190E-03,8.7136E-03,7.6053E-03,6.3175E-03,5.0440E-03,4.0105E-03,2.9384E-03,2.1425E-03,1.7020E-03,1.3753E-03,1.1140E-03,5.5289E-04,128.00,5,50
798,0118,Loma Prieta,1989,SF - Telegraph Hill,465,58133,6.93,128,70,140,3,37.0407,-121.8829,17.48,San Andreas-Santa Cruz,96.69,98.26,76.4,,95.18,76.5,-33.49,585.23,37.803,-122.408,LOMAP\TLH000.AT2,LOMAP\TLH090.AT2,LOMAP\TLH-UP.AT2,0,90,0.050,0.075,0.075,6.0220E-02,7.2422E+00,8.5584E+00,6.0283E-02,6.0533E-02,6.0667E-02,6.1035E-02,6.1167E-02,6.1335E-02,6.1528E-02,6.1602E-02,6.1602E-02,6.2186E-02,6.2973E-02,6.3713E-02,6.4146E-02,6.4488E-02,6.4649E-02,6.4368E-02,6.5723E-02,6.4257E-02,6.3777E-02,6.3824E-02,6.5662E-02,7.1300E-02,7.2953E-02,6.7864E-02,6.5836E-02,6.7228E-02,7.1015E-02,7.6984E-02,8.8919E-02,9.2615E-02,9.9024E-02,1.0886E-01,1.0264E-01,1.0712E-01,1.0923E-01,1.1447E-01,1.2098E-01,1.2729E-01,1.6045E-01,1.7374E-01,1.6882E-01,1.5830E-01,1.3484E-01,1.2380E-01,1.1077E-01,9.7801E-02,9.7173E-02,9.6098E-02,9.2899E-02,8.4960E-02,8.4011E-02,9.0756E-02,9.5302E-02,9.6564E-02,9.7242E-02,9.6801E-02,9.5634E-02,9.0714E-02,8.1481E-02,7.6351E-02,7.8620E-02,7.8885E-02,7.5902E-02,7.3510E-02,6.9715E-02,6.9966E-02,6.8895E-02,7.1434E-02,7.1742E-02,5.0792E-02,4.3941E-02,4.1350E-02,3.5911E-02,3.4641E-02,3.1032E-02,3.1956E-02,3.1732E-02,2.9143E-02,2.3375E-02,1.7003E-02,1.4457E-02,1.4516E-02,1.4346E-02,1.3261E-02,1.2551E-02,1.2534E-02,1.2739E-02,1.2579E-02,1.1747E-02,9.6917E-03,1.0246E-02,1.0601E-02,1.0725E-02,1.0600E-02,1.0482E-02,1.0576E-02,1.0725E-02,1.0556E-02,1.0085E-02,1.0256E-02,1.0090E-02,9.1329E-03,7.7812E-03,6.9969E-03,6.2452E-03,5.0952E-03,4.0893E-03,3.2535E-03,2.7282E-03,2.2685E-03,1.1955E-03,128.00,5,50
799,0118,Loma Prieta,1989,SF Intern. Airport,471,58223,6.93,128,70,140,3,37.0407,-121.8829,17.48,San Andreas-Santa Cruz,79.13,81.04,58.52,,77.45,58.65,-18.09,190.14,37.622,-122.398,LOMAP\SFO000.AT2,LOMAP\SFO090.AT2,LOMAP\SFO-UP.AT2,0,90,0.063,0.075,0.075,2.8941E-01,2.5442E+01,6.3825E+00,2.8944E-01,2.8993E-01,2.9078E-01,2.9288E-01,2.9743E-01,2.9831E-01,2.9964E-01,2.9854E-01,2.9849E-01,3.0109E-01,3.0389E-01,3.0430E-01,3.0378E-01,3.0383E-01,3.0513E-01,3.0646E-01,3.0746E-01,3.1083E-01,3.0376E-01,3.0380E-01,3.0390E-01,3.0158E-01,3.1227E-01,3.0885E-01,3.1987E-01,3.2148E-01,3.2316E-01,3.4786E-01,3.4574E-01,3.8405E-01,3.8829E-01,3.9546E-01,4.1315E-01,4.3608E-01,4.9336E-01,5.2365E-01,4.7973E-01,4.9936E-01,5.9035E-01,6.5718E-01,6.8867E-01,7.0630E-01,9.0566E-01,9.9436E-01,1.0393E+00,9.5771E-01,9.0172E-01,8.6607E-01,8.2726E-01,7.3407E-01,6.6216E-01,6.6294E-01,7.2646E-01,7.2749E-01,6.9925E-01,6.2636E-01,6.4328E-01,5.2912E-01,6.2105E-01,7.0956E-01,7.1588E-01,6.7316E-01,5.2734E-01,4.4420E-01,4.6491E-01,4.9104E-01,4.5382E-01,3.6903E-01,2.4872E-01,2.4309E-01,2.4089E-01,2.0636E-01,1.6627E-01,1.4765E-01,1.3071E-01,1.1217E-01,1.0282E-01,9.0732E-02,7.5295E-02,5.5235E-02,5.1437E-02,5.0841E-02,4.8443E-02,4.3048E-02,3.6410E-02,3.0802E-02,2.8785E-02,2.7521E-02,2.5007E-02,2.2882E-02,2.0670E-02,1.9702E-02,1.7740E-02,1.5731E-02,1.4886E-02,1.3348E-02,1.1779E-02,9.8848E-03,8.7549E-03,7.8666E-03,6.8164E-03,6.8926E-03,6.7526E-03,6.1191E-03,5.7375E-03,5.2177E-03,4.3887E-03,3.4668E-03,2.8950E-03,2.3682E-03,9.7950E-04,128.00,5,50
800,0118,Loma Prieta,1989,Salinas - John & Work,419,47179,6.93,128,70,140,3,37.0407,-121.8829,17.48,San Andreas-Santa Cruz,46.39,49.58,28.66,,46.53,32.78,24.19,279.56,36.671,-121.642,LOMAP\SJW160.AT2,LOMAP\SJW250.AT2,LOMAP\SJW-UP.AT2,160,250,0.100,0.125,0.125,9.2744E-02,1.3443E+01,7.2348E+00,9.2962E-02,9.3773E-02,9.3979E-02,9.4119E-02,9.5079E-02,9.5672E-02,9.5949E-02,9.4566E-02,9.4685E-02,9.5391E-02,9.6292E-02,9.8080E-02,9.9174E-02,1.0029E-01,1.0094E-01,1.0396E-01,1.0324E-01,1.0783E-01,1.1455E-01,1.1948E-01,1.2482E-01,1.4991E-01,1.6229E-01,1.6838E-01,1.7933E-01,1.7091E-01,1.6072E-01,1.8138E-01,2.7068E-01,2.8934E-01,2.7267E-01,2.5946E-01,2.9840E-01,2.8212E-01,2.3520E-01,2.2729E-01,2.3699E-01,2.6933E-01,3.6704E-01,2.5725E-01,2.6597E-01,2.5973E-01,2.0659E-01,2.0343E-01,1.8202E-01,1.7606E-01,2.0204E-01,2.0188E-01,1.9850E-01,1.8289E-01,1.8944E-01,1.9710E-01,2.0543E-01,2.1471E-01,2.1397E-01,2.0616E-01,2.0459E-01,1.9967E-01,1.6508E-01,1.7558E-01,1.9355E-01,2.1363E-01,1.5927E-01,1.4114E-01,1.2251E-01,1.0520E-01,1.0298E-01,1.0059E-01,9.2531E-02,8.0023E-02,6.8772E-02,6.9675E-02,7.0291E-02,8.1479E-02,8.6543E-02,9.1383E-02,8.6804E-02,7.2959E-02,8.7186E-02,9.4029E-02,8.5134E-02,7.5150E-02,6.3555E-02,6.2572E-02,5.2055E-02,4.7006E-02,4.6331E-02,4.6494E-02,4.6970E-02,4.6138E-02,4.4260E-02,4.4075E-02,3.9246E-02,3.0432E-02,2.8140E-02,2.4491E-02,2.2166E-02,2.0719E-02,1.7659E-02,1.5241E-02,1.2482E-02,1.1555E-02,9.7762E-03,7.9665E-03,6.7066E-03,5.2065E-03,3.9706E-03,3.0143E-03,2.4242E-03,2.0733E-03,1.0680E-03,128.00,5,50
